id,glyph,unicode_version,unicode_emoji_version,word_ids,word_texts
53,⌚,1.1,1.0,[171],"[""समय""]"
42,✈️,1.1,1.0,"[204,109]","[""हवाई"",""विमान""]"
29,✋,6.0,1.0,[86],"[""रुकना""]"
41,✨,6.0,1.0,[108],"[""तारा""]"
27,❄️,1.1,1.0,[80],"[""इग्लू""]"
38,⭐,5.1,1.0,[108],"[""तारा""]"
78,🇮🇳,6.0,1.0,[274],"[""भारत""]"
16,🌃,6.0,1.0,"[51,108]","[""रात"",""तारा""]"
11,🌊,6.0,1.0,"[49,125]","[""पनि"",""पानी""]"
7,🌍,6.0,1.0,[],[]
8,🌎,6.0,1.0,[],[]
6,🌏,6.0,1.0,[],[]
17,🌙,6.0,1.0,[],[]
37,🌟,6.0,1.0,[108],"[""तारा""]"
39,🌠,6.0,1.0,[108],"[""तारा""]"
51,🌤️,7.0,1.0,[162],"[""दिन""]"
15,🌧️,7.0,1.0,"[49,125,104,103]","[""पनि"",""पानी"",""बारिश"",""वर्षा""]"
57,🌬️,7.0,1.0,"[204,185]","[""हवाई"",""हवा""]"
49,🌯,8.0,1.0,[154],"[""आटे""]"
70,🌲,6.0,1.0,"[238,208]","[""पेड़"",""पेड़""]"
69,🌳,6.0,1.0,"[238,208]","[""पेड़"",""पेड़""]"
71,🌴,6.0,1.0,[248],"[""नारियल""]"
90,🌶️,7.0,1.0,[319],"[""मिर्ची""]"
54,🌾,6.0,1.0,[181],"[""बीज""]"
58,🍃,6.0,1.0,"[185,393]","[""हवा"",""पत्तियों""]"
86,🍲,6.0,1.0,[302],"[""खाना""]"
80,🍴,6.0,1.0,[288],"[""खाने""]"
74,🎒,6.0,1.0,[265],"[""स्कूल""]"
93,🎤,6.0,1.0,[373],"[""गाती""]"
100,🎨,6.0,1.0,[434],"[""रंग""]"
95,🎵,6.0,1.0,"[373,438]","[""गाती"",""गाना""]"
94,🎶,6.0,1.0,"[373,438]","[""गाती"",""गाना""]"
96,🎼,6.0,1.0,"[373,438]","[""गाती"",""गाना""]"
98,🏏,8.0,1.0,[404],"[""क्रिकेट""]"
82,🏖️,7.0,1.0,[292],"[""छुट्टी""]"
26,🏠,6.0,1.0,"[77,79]","[""मकान"",""घर""]"
73,🏫,6.0,1.0,[265],"[""स्कूल""]"
87,🏭,6.0,1.0,[303],"[""मिल""]"
91,🐁,6.0,1.0,[327],"[""चूहा""]"
63,🐔,6.0,1.0,[189],"[""पक्षी""]"
18,🐕,6.0,1.0,"[65,308]","[""कुत्ता"",""कुत्ते""]"
84,🐖,6.0,1.0,[298],"[""सूअर""]"
9,🐘,6.0,1.0,[47],"[""हाथी""]"
85,🐛,6.0,1.0,[299],"[""कीड़े""]"
10,🐝,6.0,1.0,[48],"[""मधुमक्खी""]"
97,🐞,6.0,1.0,[388],"[""गुबरैले""]"
22,🐟,6.0,1.0,[76],"[""मछलियाँ""]"
23,🐠,6.0,1.0,[76],"[""मछलियाँ""]"
24,🐡,6.0,1.0,[76],"[""मछलियाँ""]"
61,🐤,6.0,1.0,[189],"[""पक्षी""]"
60,🐦,6.0,1.0,[189],"[""पक्षी""]"
66,🐧,6.0,1.0,[189],"[""पक्षी""]"
20,🐩,6.0,1.0,"[65,308]","[""कुत्ता"",""कुत्ते""]"
92,🐭,6.0,1.0,[327],"[""चूहा""]"
19,🐶,6.0,1.0,"[65,308]","[""कुत्ता"",""कुत्ते""]"
89,🐻,6.0,1.0,[326],"[""भालू""]"
50,👄,6.0,1.0,[159],"[""बात""]"
4,👑,6.0,1.0,[36],"[""राजा""]"
31,👗,6.0,1.0,[93],"[""कपड़े""]"
2,👦,6.0,1.0,"[28,89]","[""बाल"",""बेटा""]"
3,👧,6.0,1.0,"[28,293,58]","[""बाल"",""दीदी"",""बहन""]"
34,👨,6.0,1.0,"[269,295]","[""पापा"",""बाबा""]"
33,👩,6.0,1.0,"[94,178,107,166]","[""मम्मी"",""पच्चा"",""माँ"",""अम्मा""]"
81,👪,6.0,1.0,[290],"[""परिवार""]"
35,👴,6.0,1.0,[],[]
1,👵,6.0,1.0,[7],"[""दादी""]"
32,💃,6.0,1.0,[93],"[""कपड़े""]"
47,💔,6.0,1.0,[132],"[""टूका""]"
14,💦,6.0,1.0,"[49,125,103]","[""पनि"",""पानी"",""वर्षा""]"
13,💧,6.0,1.0,"[49,125]","[""पनि"",""पानी""]"
59,💨,6.0,1.0,"[204,185]","[""हवाई"",""हवा""]"
40,💫,6.0,1.0,[108],"[""तारा""]"
46,💰,6.0,1.0,[118],"[""धनी""]"
52,📅,6.0,1.0,[171],"[""समय""]"
72,🔊,6.0,1.0,[250],"[""आवाज़""]"
83,🔴,6.0,1.0,[297],"[""लाल""]"
67,🕊️,7.0,1.0,[189],"[""पक्षी""]"
36,😬,6.1,1.0,[],[]
99,😴,6.1,1.0,[408],"[""सोना""]"
75,🚌,6.0,1.0,"[265,270]","[""स्कूल"",""बस""]"
76,🚍,6.0,1.0,[270],"[""बस""]"
77,🚏,6.0,1.0,[270],"[""बस""]"
55,🚢,6.0,1.0,[182],"[""जहाज़""]"
12,🚰,6.0,1.0,"[49,125]","[""पनि"",""पानी""]"
48,🚶,6.0,1.0,"[289,134]","[""जाना"",""जाता""]"
79,🚸,6.0,1.0,[279],"[""बच्चे""]"
30,🛑,9.0,3.0,[86],"[""रुकना""]"
43,🛩️,7.0,1.0,"[204,109]","[""हवाई"",""विमान""]"
44,🛫,7.0,1.0,"[204,109]","[""हवाई"",""विमान""]"
45,🛬,7.0,1.0,"[204,109]","[""हवाई"",""विमान""]"
56,🛳️,7.0,1.0,[182],"[""जहाज़""]"
21,🤝,9.0,3.0,[71],"[""मानता""]"
5,🤴,9.0,3.0,[36],"[""राजा""]"
88,🥔,9.0,3.0,[306],"[""आलू""]"
28,🥞,9.0,3.0,[81],"[""पूरी""]"
65,🦃,8.0,1.0,[189],"[""पक्षी""]"
62,🦅,9.0,3.0,"[204,189]","[""हवाई"",""पक्षी""]"
68,🦆,9.0,3.0,[189],"[""पक्षी""]"
25,🦈,9.0,3.0,[76],"[""मछलियाँ""]"
64,🦉,9.0,3.0,[189],"[""पक्षी""]"
